CUST_ID,P_ACQ_1,ETHNICITY
10068702,0.0065,Orange
10068703,0.0095,Apple
10068704,0.0375,Lemon
10068705,0.0286,Orange
10068706,0.0157,Apple
10068707,0.0292,Apple
10068708,0.0149,Apple
10068709,0.0326,Lemon
10068710,0.0269,Lemon
10068711,0.0033,Lemon
10068712,0.0196,Orange
10068713,0.0222,Apple
10068714,0.0225,Apple
10068715,0.0116,Apple
10068716,0.0063,Apple
10068717,0.0279,Lemon
10068718,0.0132,Orange
10068719,0.035,Lemon
10068720,0.0219,Apple
10068721,0.0207,Apple
10068722,0.0202,Apple
10068723,0.0335,Orange
10068724,0.028,Lemon
10068725,0.0302,Orange
10068726,0.0073,Orange
10068727,0.0218,Apple
10068728,0.0083,Orange
10068729,0.0165,Apple
10068730,0.039,Apple
10068731,0.0334,Lemon
10068732,0.0244,Lemon
10068733,0.038,Orange
10068734,0.0239,Orange
10068735,0.0341,Orange
10068736,0.0161,Apple
10068737,0.0043,Lemon
10068738,0.0353,Apple
10068739,0.0343,Lemon
10068740,0.0131,Orange
10068741,0.0254,Apple
10068742,0.0367,Lemon
10068743,0.0219,Lemon
10068744,0.0012,Lemon
10068745,0.0042,Lemon
10068746,0.0008,Lemon
10068747,0.0001,Lemon
10068748,0.03,Orange
10068749,0.0258,Lemon
10068750,0.0218,Apple
10068751,0.0021,Apple
10068752,0.0196,Lemon
10068753,0.0086,Lemon
10068754,0.0105,Orange
10068755,0.0174,Lemon
10068756,0.0066,Apple
10068757,0.0081,Orange
10068758,0.0025,Orange
10068759,0.0076,Apple
10068760,0.0111,Orange
10068761,0.0369,Orange
10068762,0.0114,Lemon
10068763,0.0378,Apple
10068764,0.0238,Apple
10068765,0.0398,Apple
10068766,0.0065,Lemon
10068767,0.0348,Orange
10068768,0.0015,Lemon
10068769,0.0365,Orange
10068770,0.0236,Lemon
10068771,0.0117,Apple
10068772,0.0,Apple
10068773,0.0131,Orange
10068774,0.0398,Lemon
10068775,0.02,Apple
10068776,0.022,Lemon
10068777,0.0264,Lemon
10068778,0.0005,Orange
10068779,0.0168,Lemon
10068780,0.0213,Orange
10068781,0.032,Lemon
10068782,0.0186,Lemon
10068783,0.0084,Lemon
10068784,0.0298,Lemon
10068785,0.0091,Orange
10068786,0.0254,Apple
10068787,0.012,Lemon
10068788,0.0216,Lemon
10068789,0.0055,Lemon
10068790,0.0081,Orange
10068791,0.0128,Lemon
10068792,0.0143,Orange
10068793,0.0204,Lemon
10068794,0.013,Lemon
10068795,0.0162,Orange
10068796,0.0129,Apple
10068797,0.0234,Lemon
10068798,0.0272,Orange
10068799,0.0312,Lemon
10068800,0.0055,Orange
10068801,0.0351,Lemon
10068802,0.0142,Apple
10068803,0.0076,Apple
10068804,0.0108,Orange
10068805,0.008,Apple
10068806,0.0364,Apple
10068807,0.0185,Lemon
10068808,0.0192,Apple
10068809,0.0055,Lemon
10068810,0.0346,Apple
10068811,0.0385,Lemon
10068812,0.0037,Orange
10068813,0.034,Orange
10068814,0.0284,Orange
10068815,0.0312,Lemon
10068816,0.0336,Apple
10068817,0.0215,Apple
10068818,0.0083,Apple
10068819,0.0226,Apple
10068820,0.03,Apple
10068821,0.0066,Lemon
10068822,0.0153,Lemon
10068823,0.0176,Lemon
10068824,0.0206,Lemon
10068825,0.0154,Orange
10068826,0.0038,Lemon
10068827,0.0113,Lemon
10068828,0.0153,Apple
10068829,0.0361,Lemon
10068830,0.0318,Orange
10068831,0.0063,Lemon
10068832,0.011,Orange
10068833,0.0055,Orange
10068834,0.0135,Apple
10068835,0.0004,Orange
10068836,0.0174,Lemon
10068837,0.0117,Orange
10068838,0.0076,Apple
10068839,0.0302,Apple
10068840,0.0027,Lemon
10068841,0.0205,Lemon
10068842,0.0137,Orange
10068843,0.0333,Orange
10068844,0.0186,Orange
10068845,0.0188,Lemon
10068846,0.023,Lemon
10068847,0.0166,Apple
10068848,0.0274,Apple
10068849,0.0006,Lemon
10068850,0.0249,Apple
10068851,0.0117,Orange
10068852,0.0373,Apple
10068853,0.0071,Lemon
10068854,0.0303,Lemon
10068855,0.0027,Apple
10068856,0.0377,Lemon
10068857,0.0097,Apple
10068858,0.0389,Orange
10068859,0.0292,Apple
10068860,0.0147,Lemon
10068861,0.0048,Apple
10068862,0.0203,Lemon
10068863,0.0068,Orange
10068864,0.0276,Lemon
10068865,0.0118,Lemon
10068866,0.0101,Lemon
10068867,0.0056,Lemon
10068868,0.0342,Lemon
10068869,0.0251,Lemon
10068870,0.035,Apple
10068871,0.0141,Lemon
10068872,0.0071,Apple
10068873,0.0214,Orange
10068874,0.0281,Apple
10068875,0.03,Orange
10068876,0.0372,Orange
10068877,0.0079,Lemon
10068878,0.0006,Lemon
10068879,0.0082,Apple
10068880,0.0039,Lemon
10068881,0.0296,Apple
10068882,0.0281,Apple
10068883,0.0088,Apple
10068884,0.0341,Lemon
10068885,0.0377,Lemon
10068886,0.031,Apple
10068887,0.0145,Orange
10068888,0.0146,Orange
10068889,0.0266,Orange
10068890,0.037,Lemon
10068891,0.0065,Orange
10068892,0.0196,Orange
10068893,0.0218,Apple
10068894,0.0045,Lemon
10068895,0.0154,Orange
10068896,0.0088,Orange
10068897,0.0281,Lemon
10068898,0.0199,Orange
10068899,0.0171,Apple
10068900,0.0241,Apple
10068901,0.0243,Apple
10068902,0.0331,Apple
10068903,0.0269,Apple
10068904,0.0046,Lemon
10068905,0.023,Apple
10068906,0.0362,Orange
10068907,0.012,Lemon
10068908,0.0351,Orange
10068909,0.0048,Apple
10068910,0.0134,Apple
10068911,0.0246,Apple
10068912,0.0239,Lemon
10068913,0.025,Apple
10068914,0.0028,Lemon
10068915,0.0043,Orange
10068916,0.0155,Orange
10068917,0.013,Apple
10068918,0.0081,Lemon
10068919,0.0393,Lemon
10068920,0.0277,Apple
10068921,0.0105,Apple
10068922,0.0155,Apple
10068923,0.0377,Apple
10068924,0.0175,Orange
10068925,0.0039,Orange
10068926,0.0015,Apple
10068927,0.0016,Lemon
10068928,0.0324,Orange
10068929,0.0116,Apple
10068930,0.009,Orange
10068931,0.0111,Apple
10068932,0.039,Apple
10068933,0.0335,Orange
10068934,0.0263,Orange
10068935,0.0267,Lemon
10068936,0.0102,Apple
10068937,0.0071,Lemon
10068938,0.017,Orange
10068939,0.0048,Apple
10068940,0.0268,Apple
10068941,0.002,Orange
10068942,0.0113,Lemon
10068943,0.0381,Apple
10068944,0.0026,Apple
10068945,0.0327,Apple
10068946,0.0207,Lemon
10068947,0.0238,Orange
10068948,0.0155,Apple
10068949,0.0314,Apple
10068950,0.0094,Orange
10068951,0.0027,Lemon
10068952,0.0361,Lemon
10068953,0.009,Orange
10068954,0.0288,Orange
10068955,0.0194,Apple
10068956,0.0251,Orange
10068957,0.0158,Lemon
10068958,0.0011,Orange
10068959,0.0138,Orange
10068960,0.0294,Lemon
10068961,0.0242,Lemon
10068962,0.025,Lemon
10068963,0.0236,Lemon
10068964,0.011,Lemon
10068965,0.0197,Lemon
10068966,0.0361,Apple
10068967,0.0073,Lemon
10068968,0.0301,Lemon
10068969,0.025,Orange
10068970,0.0295,Apple
10068971,0.0262,Apple
10068972,0.0352,Lemon
10068973,0.0132,Orange
10068974,0.0385,Orange
10068975,0.0252,Lemon
10068976,0.0181,Orange
10068977,0.0143,Lemon
10068978,0.0267,Orange
10068979,0.0351,Orange
10068980,0.0211,Orange
10068981,0.0079,Orange
10068982,0.0213,Orange
10068983,0.022,Apple
10068984,0.0269,Apple
10068985,0.0278,Orange
10068986,0.0039,Orange
10068987,0.0071,Lemon
10068988,0.0037,Orange
10068989,0.0265,Lemon
10068990,0.0219,Apple
10068991,0.0123,Orange
10068992,0.0069,Lemon
10068993,0.0187,Lemon
10068994,0.0298,Apple
10068995,0.0223,Lemon
10068996,0.0055,Lemon
10068997,0.0338,Lemon
10068998,0.0219,Orange
10068999,0.0238,Apple
10069000,0.0364,Lemon
10069001,0.0153,Lemon
10069002,0.0321,Apple
10069003,0.0387,Apple
10069004,0.0297,Orange
10069005,0.0078,Lemon
10069006,0.0186,Orange
10069007,0.0315,Apple
10069008,0.0183,Orange
10069009,0.0099,Lemon
10069010,0.0309,Lemon
10069011,0.0279,Orange
10069012,0.0247,Apple
10069013,0.0226,Apple
10069014,0.0135,Lemon
10069015,0.011,Apple
10069016,0.0382,Orange
10069017,0.0029,Lemon
10069018,0.0341,Lemon
10069019,0.0281,Apple
10069020,0.0071,Lemon
10069021,0.0072,Apple
10069022,0.0009,Apple
10069023,0.0344,Orange
10069024,0.0097,Apple
10069025,0.031,Lemon
10069026,0.0015,Orange
10069027,0.0118,Lemon
10069028,0.01,Apple
10069029,0.0031,Orange
10069030,0.022,Apple
10069031,0.0016,Orange
10069032,0.0103,Orange
10069033,0.0318,Orange
10069034,0.0388,Apple
10069035,0.0092,Apple
10069036,0.0044,Lemon
10069037,0.0059,Apple
10069038,0.0315,Apple
10069039,0.0251,Apple
10069040,0.0003,Apple
10069041,0.0236,Lemon
10069042,0.004,Apple
10069043,0.0183,Apple
10069044,0.0306,Apple
10069045,0.0164,Orange
10069046,0.0071,Orange
10069047,0.0023,Apple
10069048,0.0071,Apple
10069049,0.0025,Lemon
10069050,0.0242,Lemon
10069051,0.0025,Apple
10069052,0.0369,Lemon
10069053,0.0217,Apple
10069054,0.0284,Lemon
10069055,0.0057,Lemon
10069056,0.02,Lemon
10069057,0.0345,Apple
10069058,0.0234,Orange
10069059,0.0186,Apple
10069060,0.0047,Lemon
10069061,0.0152,Apple
10069062,0.0164,Apple
10069063,0.0075,Lemon
10069064,0.011,Orange
10069065,0.0115,Orange
10069066,0.0019,Orange
10069067,0.0238,Lemon
10069068,0.0191,Apple
10069069,0.0149,Lemon
10069070,0.005,Lemon
10069071,0.0146,Lemon
10069072,0.0041,Apple
10069073,0.0309,Lemon
10069074,0.0059,Apple
10069075,0.005,Lemon
10069076,0.0296,Orange
10069077,0.0291,Lemon
10069078,0.0187,Orange
10069079,0.0191,Lemon
10069080,0.0332,Apple
10069081,0.0204,Lemon
10069082,0.0171,Apple
10069083,0.0233,Orange
10069084,0.0078,Lemon
10069085,0.0391,Lemon
10069086,0.0315,Lemon
10069087,0.0169,Lemon
10069088,0.0196,Apple
10069089,0.0308,Orange
10069090,0.0371,Lemon
10069091,0.0201,Lemon
10069092,0.0382,Orange
10069093,0.0146,Apple
10069094,0.0316,Apple
10069095,0.021,Apple
10069096,0.0326,Orange
10069097,0.0334,Orange
10069098,0.0308,Apple
10069099,0.0213,Orange
10069100,0.0009,Orange
10069101,0.0104,Lemon
10069102,0.0391,Apple
10069103,0.0024,Lemon
10069104,0.0247,Lemon
10069105,0.0034,Lemon
10069106,0.0285,Apple
10069107,0.0278,Apple
10069108,0.0157,Lemon
10069109,0.0073,Orange
10069110,0.0291,Lemon
10069111,0.014,Apple
10069112,0.014,Lemon
10069113,0.0349,Apple
10069114,0.0184,Lemon
10069115,0.0392,Lemon
10069116,0.0093,Apple
10069117,0.0223,Orange
10069118,0.0106,Orange
10069119,0.0286,Apple
10069120,0.009,Apple
10069121,0.0186,Lemon
10069122,0.0234,Orange
10069123,0.0212,Lemon
10069124,0.0374,Lemon
10069125,0.0266,Orange
10069126,0.0326,Apple
10069127,0.0221,Apple
10069128,0.0061,Orange
10069129,0.0285,Orange
10069130,0.0258,Orange
10069131,0.0099,Lemon
10069132,0.009,Orange
10069133,0.0026,Apple
10069134,0.0228,Orange
10069135,0.0022,Orange
10069136,0.0149,Lemon
10069137,0.0209,Apple
10069138,0.0026,Apple
10069139,0.0139,Apple
10069140,0.0252,Lemon
10069141,0.0223,Apple
10069142,0.0322,Orange
10069143,0.0386,Orange
10069144,0.0156,Orange
10069145,0.0325,Lemon
10069146,0.0198,Apple
10069147,0.0201,Apple
10069148,0.0091,Apple
10069149,0.0192,Lemon
10069150,0.0193,Apple
10069151,0.036,Orange
10069152,0.0145,Lemon
10069153,0.0308,Apple
10069154,0.03,Lemon
10069155,0.0395,Lemon
10069156,0.0297,Orange
10069157,0.0058,Lemon
10069158,0.0276,Lemon
10069159,0.0077,Lemon
10069160,0.0172,Apple
10069161,0.02,Orange
10069162,0.0277,Lemon
10069163,0.0297,Orange
10069164,0.0376,Orange
10069165,0.0206,Lemon
10069166,0.0077,Orange
10069167,0.0223,Apple
10069168,0.0154,Orange
10069169,0.0377,Orange
10069170,0.0045,Orange
10069171,0.002,Orange
10069172,0.0288,Orange
10069173,0.0045,Apple
10069174,0.029,Lemon
10069175,0.0179,Apple
10069176,0.0349,Lemon
10069177,0.0195,Apple
10069178,0.0222,Orange
10069179,0.016,Apple
10069180,0.0144,Orange
10069181,0.0223,Apple
10069182,0.0364,Orange
10069183,0.0178,Orange
10069184,0.0255,Apple
10069185,0.0222,Orange
10069186,0.0248,Lemon
10069187,0.0246,Orange
10069188,0.0216,Lemon
10069189,0.0227,Apple
10069190,0.0377,Apple
10069191,0.0071,Apple
10069192,0.012,Lemon
10069193,0.0146,Apple
10069194,0.0185,Apple
10069195,0.0288,Lemon
10069196,0.0309,Apple
10069197,0.0397,Lemon
10069198,0.0266,Apple
10069199,0.0189,Apple
10069200,0.0397,Lemon
10069201,0.0351,Apple
10069202,0.0039,Apple
10069203,0.0358,Apple
10069204,0.0128,Lemon
10069205,0.0322,Apple
10069206,0.0301,Apple
10069207,0.0252,Apple
10069208,0.0307,Lemon
10069209,0.0293,Lemon
10069210,0.0157,Orange
10069211,0.0127,Orange
10069212,0.0223,Orange
10069213,0.026,Lemon
10069214,0.0288,Orange
10069215,0.0121,Apple
10069216,0.0012,Orange
10069217,0.0219,Apple
10069218,0.0234,Apple
10069219,0.0084,Orange
10069220,0.0381,Apple
10069221,0.0255,Orange
10069222,0.0197,Orange
10069223,0.0016,Apple
10069224,0.0345,Apple
10069225,0.0079,Apple
10069226,0.0188,Orange
10069227,0.0312,Apple
10069228,0.0315,Apple
10069229,0.0088,Orange
10069230,0.0287,Orange
10069231,0.0073,Lemon
10069232,0.0145,Apple
10069233,0.0216,Lemon
10069234,0.0101,Orange
10069235,0.002,Lemon
10069236,0.0337,Lemon
10069237,0.0182,Orange
10069238,0.026,Orange
10069239,0.0249,Orange
10069240,0.0216,Apple
10069241,0.0134,Orange
10069242,0.017,Apple
10069243,0.0092,Orange
10069244,0.0245,Lemon
10069245,0.0201,Lemon
10069246,0.0395,Lemon
10069247,0.0212,Orange
10069248,0.0006,Orange
10069249,0.0082,Lemon
10069250,0.0037,Apple
10069251,0.0058,Apple
10069252,0.012,Orange
10069253,0.0269,Apple
10069254,0.018,Apple
10069255,0.0307,Lemon
10069256,0.0255,Lemon
10069257,0.0082,Orange
10069258,0.0335,Lemon
10069259,0.0098,Orange
10069260,0.034,Lemon
10069261,0.0305,Orange
10069262,0.0193,Orange
10069263,0.0066,Orange
10069264,0.0397,Apple
10069265,0.0128,Apple
10069266,0.0149,Apple
10069267,0.0066,Apple
10069268,0.0294,Apple
10069269,0.02,Orange
10069270,0.0003,Orange
10069271,0.0286,Lemon
10069272,0.0205,Orange
10069273,0.0268,Apple
10069274,0.0106,Orange
10069275,0.0379,Lemon
10069276,0.0016,Lemon
10069277,0.0097,Lemon
10069278,0.0374,Orange
10069279,0.016,Lemon
10069280,0.0205,Orange
10069281,0.0249,Apple
10069282,0.0232,Orange
10069283,0.025,Lemon
10069284,0.0059,Lemon
10069285,0.0381,Apple
10069286,0.0131,Orange
10069287,0.0134,Apple
10069288,0.0095,Orange
10069289,0.0222,Lemon
10069290,0.0368,Lemon
10069291,0.0145,Lemon
10069292,0.0147,Apple
10069293,0.0213,Lemon
10069294,0.0304,Apple
10069295,0.0303,Orange
10069296,0.0067,Orange
10069297,0.031,Orange
10069298,0.0274,Apple
10069299,0.0116,Orange
10069300,0.0197,Orange
10069301,0.0039,Apple
10069302,0.0039,Lemon
10069303,0.0374,Lemon
10069304,0.0007,Apple
10069305,0.0292,Orange
10069306,0.0272,Orange
10069307,0.0393,Lemon
10069308,0.0052,Apple
10069309,0.0208,Orange
10069310,0.0297,Lemon
10069311,0.0361,Lemon
10069312,0.0127,Lemon
10069313,0.0267,Apple
10069314,0.0345,Lemon
10069315,0.0356,Apple
10069316,0.0346,Orange
10069317,0.0012,Lemon
10069318,0.0119,Orange
10069319,0.0118,Apple
10069320,0.0303,Orange
10069321,0.0196,Orange
10069322,0.0224,Apple
10069323,0.0138,Orange
10069324,0.0349,Apple
10069325,0.0215,Apple
10069326,0.0296,Lemon
10069327,0.039,Apple
10069328,0.0003,Orange
10069329,0.0188,Orange
10069330,0.0093,Apple
10069331,0.0152,Apple
10069332,0.0358,Lemon
10069333,0.0013,Apple
10069334,0.0231,Orange
10069335,0.0069,Apple
10069336,0.0301,Orange
10069337,0.0147,Lemon
10069338,0.007,Lemon
10069339,0.0325,Apple
10069340,0.0282,Lemon
10069341,0.0388,Orange
10069342,0.0238,Lemon
10069343,0.0154,Orange
10069344,0.0368,Orange
10069345,0.0221,Apple
10069346,0.0299,Apple
10069347,0.0237,Lemon
10069348,0.0064,Orange
10069349,0.0382,Orange
10069350,0.0305,Orange
10069351,0.0399,Apple
10069352,0.0077,Apple
10069353,0.0363,Orange
10069354,0.0244,Apple
10069355,0.0283,Orange
10069356,0.0271,Apple
10069357,0.0108,Lemon
10069358,0.0068,Apple
10069359,0.0346,Orange
10069360,0.0057,Lemon
10069361,0.002,Orange
10069362,0.0262,Lemon
10069363,0.0386,Lemon
10069364,0.0231,Orange
10069365,0.0227,Apple
10069366,0.0225,Orange
10069367,0.0076,Apple
10069368,0.0153,Lemon
10069369,0.0117,Lemon
10069370,0.0397,Lemon
10069371,0.0375,Lemon
10069372,0.0005,Apple
10069373,0.0306,Apple
10069374,0.0232,Lemon
10069375,0.0026,Lemon
10069376,0.0012,Lemon
10069377,0.0097,Orange
10069378,0.0386,Apple
10069379,0.035,Lemon
10069380,0.0386,Lemon
10069381,0.019,Lemon
10069382,0.0017,Orange
10069383,0.0003,Apple
10069384,0.0379,Apple
10069385,0.0026,Orange
10069386,0.0307,Apple
10069387,0.0354,Orange
10069388,0.0141,Orange
10069389,0.0003,Apple
10069390,0.0054,Apple
10069391,0.0363,Orange
10069392,0.0114,Apple
10069393,0.0368,Apple
10069394,0.0328,Apple
10069395,0.0254,Orange
10069396,0.0216,Lemon
10069397,0.0317,Apple
10069398,0.0264,Orange
10069399,0.0348,Apple
10069400,0.0116,Apple
10069401,0.0122,Apple
10069402,0.0082,Apple
10069403,0.0358,Lemon
10069404,0.0113,Orange
10069405,0.0367,Lemon
10069406,0.0331,Orange
10069407,0.0225,Apple
10069408,0.0064,Orange
10069409,0.0343,Orange
10069410,0.0135,Orange
10069411,0.0286,Orange
10069412,0.0317,Lemon
10069413,0.0001,Apple
10069414,0.0327,Lemon
10069415,0.0053,Apple
10069416,0.0044,Orange
10069417,0.0037,Lemon
10069418,0.004,Lemon
10069419,0.0182,Orange
10069420,0.0377,Apple
10069421,0.023,Orange
10069422,0.0101,Lemon
10069423,0.0084,Orange
10069424,0.0267,Lemon
10069425,0.0079,Apple
10069426,0.0307,Orange
10069427,0.021,Orange
10069428,0.034,Lemon
10069429,0.0119,Apple
10069430,0.0162,Orange
10069431,0.0294,Orange
10069432,0.0332,Apple
10069433,0.0006,Apple
10069434,0.0181,Lemon
10069435,0.0099,Lemon
10069436,0.016,Orange
10069437,0.022,Lemon
10069438,0.0201,Lemon
10069439,0.0089,Apple
10069440,0.0145,Orange
10069441,0.0186,Orange
10069442,0.0006,Orange
10069443,0.005,Lemon
10069444,0.007,Orange
10069445,0.0138,Apple
10069446,0.0376,Lemon
10069447,0.0136,Lemon
10069448,0.0351,Lemon
10069449,0.0289,Lemon
10069450,0.0148,Apple
10069451,0.0386,Lemon
10069452,0.0311,Apple
10069453,0.0336,Lemon
10069454,0.0283,Lemon
10069455,0.0273,Lemon
10069456,0.0306,Orange
10069457,0.0371,Lemon
10069458,0.0361,Apple
10069459,0.0311,Orange
10069460,0.009,Orange
10069461,0.0142,Apple
10069462,0.0121,Orange
10069463,0.0218,Apple
10069464,0.0257,Lemon
10069465,0.0388,Apple
10069466,0.0012,Lemon
10069467,0.0163,Lemon
10069468,0.0296,Lemon
10069469,0.0155,Orange
10069470,0.0306,Orange
10069471,0.038,Lemon
10069472,0.0014,Apple
10069473,0.0162,Apple
10069474,0.0248,Lemon
10069475,0.0142,Apple
10069476,0.0291,Lemon
10069477,0.0067,Lemon
10069478,0.0135,Lemon
10069479,0.0073,Lemon
10069480,0.0292,Orange
10069481,0.033,Apple
10069482,0.0223,Apple
10069483,0.0172,Orange
10069484,0.0279,Lemon
10069485,0.0091,Lemon
10069486,0.0243,Lemon
10069487,0.0264,Lemon
10069488,0.0136,Apple
10069489,0.0291,Apple
10069490,0.0017,Orange
10069491,0.0286,Lemon
10069492,0.0025,Lemon
10069493,0.0292,Apple
10069494,0.0247,Apple
10069495,0.0242,Lemon
10069496,0.016,Orange
10069497,0.0116,Apple
10069498,0.0054,Apple
10069499,0.0187,Orange
10069500,0.0034,Apple
10069501,0.0141,Apple
10069502,0.0369,Apple
10069503,0.0326,Orange
10069504,0.015,Apple
10069505,0.0089,Apple
10069506,0.023,Orange
10069507,0.026,Orange
10069508,0.0208,Apple
10069509,0.0303,Orange
10069510,0.037,Orange
10069511,0.034,Apple
10069512,0.0229,Apple
10069513,0.0308,Orange
10069514,0.0118,Lemon
10069515,0.0398,Orange
10069516,0.0162,Orange
10069517,0.0261,Lemon
10069518,0.0123,Apple
10069519,0.0171,Orange
10069520,0.0379,Apple
10069521,0.0384,Orange
10069522,0.0275,Apple
10069523,0.0382,Lemon
10069524,0.0051,Lemon
10069525,0.0237,Lemon
10069526,0.0317,Lemon
10069527,0.0382,Orange
10069528,0.0386,Orange
10069529,0.0004,Orange
10069530,0.0315,Lemon
10069531,0.0296,Orange
10069532,0.0399,Lemon
10069533,0.0342,Apple
10069534,0.0172,Lemon
10069535,0.0378,Apple
10069536,0.0245,Apple
10069537,0.0219,Orange
10069538,0.0231,Lemon
10069539,0.0025,Lemon
10069540,0.0281,Orange
10069541,0.039,Lemon
10069542,0.0019,Apple
10069543,0.0277,Lemon
10069544,0.0075,Apple
10069545,0.0107,Apple
10069546,0.0226,Apple
10069547,0.0184,Lemon
10069548,0.0065,Lemon
10069549,0.0017,Apple
10069550,0.007,Apple
10069551,0.018,Lemon
10069552,0.0033,Apple
10069553,0.0096,Apple
10069554,0.0057,Orange
10069555,0.0265,Orange
10069556,0.0124,Apple
10069557,0.0254,Lemon
10069558,0.0167,Apple
10069559,0.0082,Apple
10069560,0.0383,Orange
10069561,0.0116,Lemon
10069562,0.036,Orange
10069563,0.0053,Apple
10069564,0.0233,Apple
10069565,0.0019,Lemon
10069566,0.0158,Lemon
10069567,0.0023,Apple
10069568,0.0225,Orange
10069569,0.0244,Orange
10069570,0.0154,Apple
10069571,0.0234,Orange
10069572,0.0247,Orange
10069573,0.0137,Apple
10069574,0.0336,Lemon
10069575,0.0279,Orange
10069576,0.0174,Lemon
10069577,0.0397,Lemon
10069578,0.0365,Apple
10069579,0.0148,Apple
10069580,0.0359,Apple
10069581,0.0044,Lemon
10069582,0.0331,Orange
10069583,0.0171,Orange
10069584,0.0158,Apple
10069585,0.0306,Lemon
10069586,0.0342,Orange
10069587,0.0182,Lemon
10069588,0.0308,Orange
10069589,0.0215,Apple
10069590,0.0169,Apple
10069591,0.0121,Apple
10069592,0.0176,Apple
10069593,0.0074,Apple
10069594,0.0269,Orange
10069595,0.0146,Orange
10069596,0.0339,Lemon
10069597,0.0099,Lemon
10069598,0.0169,Apple
10069599,0.0349,Orange
10069600,0.0219,Orange
10069601,0.0263,Apple
10069602,0.0041,Apple
10069603,0.0069,Lemon
10069604,0.0267,Apple
10069605,0.0101,Orange
10069606,0.0312,Orange
10069607,0.0092,Apple
10069608,0.0179,Apple
10069609,0.019,Orange
10069610,0.017,Orange
10069611,0.0133,Orange
10069612,0.0064,Lemon
10069613,0.0185,Lemon
10069614,0.0231,Orange
10069615,0.037,Apple
10069616,0.0245,Lemon
10069617,0.0275,Lemon
10069618,0.023,Lemon
10069619,0.0339,Apple
10069620,0.0022,Orange
10069621,0.0366,Lemon
10069622,0.0033,Orange
10069623,0.0054,Lemon
10069624,0.0297,Lemon
10069625,0.0249,Apple
10069626,0.0384,Lemon
10069627,0.0188,Orange
10069628,0.0124,Apple
10069629,0.0181,Apple
10069630,0.0199,Lemon
10069631,0.0296,Lemon
10069632,0.0062,Apple
10069633,0.0064,Apple
10069634,0.0092,Lemon
10069635,0.0374,Orange
10069636,0.0341,Lemon
10069637,0.0275,Lemon
10069638,0.0169,Apple
10069639,0.0273,Apple
10069640,0.0377,Apple
10069641,0.0352,Orange
10069642,0.0127,Orange
10069643,0.0026,Orange
10069644,0.0261,Orange
10069645,0.0218,Apple
10069646,0.0018,Apple
10069647,0.0196,Orange
10069648,0.0338,Lemon
10069649,0.0304,Orange
10069650,0.0002,Lemon
10069651,0.0335,Orange
10069652,0.0267,Lemon
10069653,0.0057,Apple
10069654,0.0352,Lemon
10069655,0.0294,Orange
10069656,0.0337,Apple
10069657,0.0024,Apple
10069658,0.0212,Lemon
10069659,0.0026,Apple
10069660,0.0106,Lemon
10069661,0.0362,Apple
10069662,0.0327,Lemon
10069663,0.0101,Lemon
10069664,0.0008,Lemon
10069665,0.0386,Orange
10069666,0.0063,Orange
10069667,0.0301,Lemon
10069668,0.0369,Orange
10069669,0.0034,Orange
10069670,0.0352,Orange
10069671,0.0075,Orange
10069672,0.0087,Lemon
10069673,0.0126,Lemon
10069674,0.0386,Orange
10069675,0.0333,Lemon
10069676,0.0378,Lemon
10069677,0.0037,Apple
10069678,0.0285,Lemon
10069679,0.0319,Apple
10069680,0.0371,Orange
10069681,0.0226,Lemon
10069682,0.0367,Orange
10069683,0.0267,Orange
10069684,0.0114,Lemon
10069685,0.0341,Apple
10069686,0.0258,Apple
10069687,0.0303,Orange
10069688,0.028,Apple
10069689,0.0208,Orange
10069690,0.0132,Apple
10069691,0.0165,Apple
10069692,0.0168,Orange
10069693,0.0088,Apple
10069694,0.0067,Lemon
10069695,0.0105,Apple
10069696,0.0196,Lemon
10069697,0.0078,Apple
10069698,0.0098,Orange
10069699,0.0132,Lemon
10069700,0.0273,Lemon
10069701,0.0187,Orange
10069702,0.0147,Lemon
10069703,0.0207,Lemon
10069704,0.0316,Apple
10069705,0.0378,Apple
10069706,0.0271,Apple
10069707,0.0211,Apple
10069708,0.0346,Apple
10069709,0.0096,Orange
10069710,0.0035,Lemon
10069711,0.0285,Lemon
10069712,0.0372,Apple
10069713,0.0201,Apple
10069714,0.0317,Orange
10069715,0.0116,Orange
10069716,0.0285,Apple
10069717,0.0318,Apple
10069718,0.0135,Orange
10069719,0.0362,Lemon
10069720,0.0081,Apple
10069721,0.0248,Orange
10069722,0.032,Apple
10069723,0.0258,Apple
10069724,0.0066,Lemon
10069725,0.0193,Apple
10069726,0.0387,Lemon
10069727,0.0021,Orange
10069728,0.0322,Orange
10069729,0.011,Orange
10069730,0.016,Orange
10069731,0.0007,Orange
10069732,0.0336,Orange
10069733,0.0277,Lemon
10069734,0.0192,Lemon
10069735,0.0378,Apple
10069736,0.0144,Lemon
10069737,0.0247,Orange
10069738,0.016,Lemon
10069739,0.0344,Orange
10069740,0.0246,Apple
10069741,0.0279,Apple
10069742,0.0378,Lemon
10069743,0.0254,Orange
10069744,0.0393,Lemon
10069745,0.0219,Orange
10069746,0.0007,Lemon
10069747,0.0227,Lemon
10069748,0.0108,Apple
10069749,0.0009,Lemon
10069750,0.0379,Orange
10069751,0.0131,Apple
10069752,0.0153,Orange
10069753,0.0112,Lemon
10069754,0.0055,Lemon
10069755,0.002,Lemon
10069756,0.0015,Apple
